Tekma,Team,FG,3PT,FT,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
648,19,32-82,4-25,18-25,8,29,37,20,11,5,14,16,86
649,12,38-82,11-25,14-23,8,36,44,19,12,9,19,18,101
649,7,38-88,11-24,13-23,13,31,44,16,13,2,17,19,100
650,4,35-85,5-25,19-28,7,34,41,20,3,2,11,18,94
650,27,42-87,9-32,18-23,9,42,51,30,7,6,10,24,111
651,28,48-86,19-37,17-20,8,44,52,23,4,3,10,17,132
651,24,34-89,9-41,15-19,9,24,33,17,7,3,6,17,92
652,21,49-90,13-30,8-12,10,39,49,26,6,7,16,17,119
652,6,41-96,4-17,19-23,10,29,39,22,13,4,8,11,105
653,25,41-87,21-37,9-10,9,38,47,27,8,10,14,14,112
653,20,38-92,14-39,13-18,11,31,42,24,11,4,12,17,103
654,5,34-81,12-32,20-23,7,33,40,27,5,7,11,14,100
654,17,36-78,11-32,14-17,5,33,38,17,5,9,14,22,97
655,23,45-92,17-39,13-15,10,36,46,25,9,10,9,16,120
655,16,39-96,6-26,11-12,14,35,49,21,5,3,13,14,95
656,14,37-87,10-40,15-19,8,36,44,19,6,5,13,24,99
656,26,41-90,14-36,21-26,10,37,47,28,7,7,11,21,117
657,30,47-90,17-35,15-24,5,38,43,31,3,6,12,18,126
657,18,55-110,12-35,10-15,17,37,54,38,8,6,10,20,132
658,8,45-111,12-50,11-12,11,29,40,27,8,3,6,16,113
658,29,53-94,24-39,10-15,8,47,55,35,3,5,15,16,140
659,15,43-95,12-34,12-16,15,33,48,21,3,3,7,18,110
659,3,42-85,17-38,18-20,8,36,44,26,4,7,8,16,119
660,22,45-91,8-30,12-13,13,39,52,25,12,7,10,13,110
660,10,39-88,11-34,10-14,9,28,37,27,8,4,13,12,99
661,11,38-79,9-23,28-35,7,31,38,25,5,5,16,23,113
661,7,47-92,16-30,21-24,12,30,42,23,6,8,10,28,131
662,4,36-85,18-37,21-30,6,28,34,25,10,4,13,17,111
662,13,47-90,10-29,24-26,11,42,53,28,9,3,13,24,128
663,27,45-90,12-37,8-9,8,31,39,29,5,6,7,18,110
663,9,36-86,13-36,15-17,17,32,49,23,4,3,13,13,100
664,12,39-86,7-24,23-35,13,38,51,15,5,4,13,24,108
664,1,36-83,8-25,18-26,6,32,38,22,5,7,11,23,98
665,2,43-87,9-30,21-27,10,37,47,25,5,2,8,17,116
665,24,36-90,19-55,21-23,13,31,44,25,4,5,8,20,112
666,19,44-83,11-28,12-19,5,36,41,29,8,9,15,18,111
666,8,45-97,15-34,11-14,11,26,37,25,7,8,10,20,116
667,30,45-94,19-47,10-10,9,29,38,24,9,6,12,15,119
667,29,45-90,17-37,14-20,13,33,46,19,8,5,16,14,121
668,27,40-90,11-33,20-22,10,37,47,22,9,3,8,15,111
668,10,42-90,13-37,15-19,9,40,49,18,3,5,11,18,112
669,22,41-98,14-43,15-18,17,29,46,25,5,2,11,19,111
669,14,45-89,24-48,21-23,9,36,45,31,3,6,9,21,135
670,6,42-93,11-30,8-10,12,34,46,28,8,7,10,16,103
670,16,37-83,8-28,12-14,10,35,45,21,6,4,15,12,94
671,5,41-80,18-38,22-29,10,40,50,27,4,3,13,20,122
671,26,33-86,16-49,15-22,10,29,39,24,6,2,6,19,97
672,28,48-99,16-44,16-22,14,38,52,27,6,5,10,22,128
672,20,38-85,12-38,20-26,6,31,37,24,6,2,13,25,108
673,18,47-99,11-30,11-13,14,42,56,19,12,10,17,10,116
673,25,43-95,10-35,11-17,9,35,44,26,13,9,14,10,107
674,3,49-88,17-33,19-30,5,39,44,23,10,3,8,20,134
674,17,39-85,7-22,16-19,6,34,40,22,6,6,16,24,101
675,2,35-97,7-35,11-15,13,35,48,19,9,1,9,10,88
675,23,41-91,23-55,13-14,11,45,56,24,6,6,11,15,118
676,15,41-85,7-25,19-23,11,31,42,17,5,3,13,20,108
676,21,40-84,10-30,20-22,12,30,42,21,5,6,16,16,110
677,24,44-92,20-46,17-19,10,30,40,24,3,7,10,14,125
677,9,47-84,16-34,12-13,5,34,39,34,3,7,11,18,122
678,11,37-80,8-26,20-33,8,38,46,26,8,9,17,32,102
678,7,34-93,7-28,31-42,18,37,55,14,12,4,13,28,106
679,3,34-89,13-34,17-18,14,43,57,16,6,5,8,13,98
679,17,33-82,8-23,11-13,2,37,39,16,4,6,7,14,85
680,12,39-80,17-45,14-21,7,32,39,24,13,9,20,26,109
680,4,34-78,9-26,24-33,7,35,42,22,10,0,20,19,101
681,1,45-88,17-32,12-12,7,31,38,24,4,0,12,19,119
681,21,53-89,19-38,16-19,5,33,38,28,6,4,6,13,141
682,2,37-84,13-33,26-34,16,33,49,19,3,4,10,27,113
682,19,33-73,11-31,34-47,7,29,36,19,6,4,9,30,111
683,27,43-90,9-36,9-9,9,38,47,26,4,3,13,16,104
683,14,37-90,12-45,14-16,7,31,38,20,5,4,10,17,100
684,30,43-89,22-47,14-16,9,36,45,27,10,8,14,16,122
684,29,44-99,19-47,7-11,16,33,49,24,7,3,16,16,114
685,9,40-87,15-43,10-20,9,30,39,28,9,3,10,17,105
685,5,39-79,18-43,14-19,6,36,42,30,6,7,16,16,110
686,24,40-85,18-40,14-21,10,36,46,21,7,9,16,18,112
686,10,42-95,12-27,9-17,11,29,40,29,7,5,12,18,105
687,26,37-87,17-44,10-13,7,40,47,26,5,9,19,20,101
687,20,39-103,10-38,19-24,14,36,50,30,12,3,9,13,107
688,22,47-93,14-28,5-7,11,25,36,28,7,7,8,16,113
688,13,39-78,12-29,18-20,6,31,37,30,7,7,12,11,108
689,8,38-87,20-47,13-18,13,36,49,26,9,10,10,17,109
689,28,39-95,8-35,8-14,15,36,51,17,4,4,15,18,94
690,18,44-97,12-30,14-18,12,36,48,27,3,2,6,14,114
690,23,45-98,12-33,15-18,14,37,51,25,5,4,7,15,117
691,15,46-84,13-33,19-24,8,37,45,31,6,5,10,23,124
691,1,39-79,12-28,18-26,5,28,33,29,7,4,12,22,108
692,6,31-80,5-26,19-28,10,27,37,24,11,4,21,19,86
692,4,38-78,6-26,18-25,9,36,45,23,15,3,23,23,100
693,19,33-85,10-29,16-19,7,36,43,19,9,5,19,18,92
693,11,44-91,9-21,9-9,7,41,48,24,7,5,18,22,106
694,7,40-93,16-44,6-8,12,32,44,28,9,11,14,19,102
694,29,36-87,14-36,10-16,15,33,48,21,11,7,16,11,96
695,26,50-92,18-39,11-13,10,31,41,29,7,7,12,24,129
695,20,36-85,13-40,22-28,10,30,40,26,8,6,11,15,107
696,16,41-95,8-34,14-18,11,37,48,28,6,3,14,25,104
696,17,46-85,10-25,18-28,4,37,41,29,9,7,10,15,120
697,28,37-83,10-31,19-24,10,28,38,19,2,4,7,20,103
697,13,42-81,9-26,19-29,8,34,42,20,2,5,6,18,112
698,30,44-96,12-38,11-14,10,42,52,22,10,4,12,19,111
698,25,34-83,11-38,15-24,10,40,50,16,7,4,16,12,94
699,18,39-97,9-33,23-30,16,31,47,24,16,2,14,14,110
699,23,46-92,19-45,15-20,13,39,52,22,8,8,21,22,126
700,12,39-77,10-26,24-33,8,30,38,17,5,2,16,27,112
700,3,45-85,11-26,21-27,9,29,38,26,9,3,12,25,122
701,6,37-84,9-26,15-23,7,29,36,20,11,2,7,13,98
701,21,41-80,7-30,11-14,7,37,44,16,4,9,18,20,100
702,27,34-96,8-40,25-29,21,29,50,17,15,2,14,17,101
702,5,34-85,13-43,16-23,16,36,52,16,8,3,20,23,97
703,24,46-97,10-34,20-24,13,34,47,24,7,11,8,25,122
703,14,39-87,14-42,25-33,12,33,45,17,3,6,12,20,117
704,15,36-76,12-34,18-21,2,29,31,18,7,3,11,16,102
704,22,50-92,15-36,11-16,15,34,49,32,7,3,10,15,126
705,10,34-88,11-33,14-17,10,41,51,19,5,4,10,18,93
705,4,34-82,11-40,17-23,8,44,52,25,9,5,12,17,96
706,8,44-93,12-30,24-33,7,30,37,32,11,6,14,18,124
706,11,55-99,10-19,12-18,12,43,55,30,5,8,18,24,132
707,13,41-82,16-31,17-30,8,39,47,30,8,2,14,21,115
707,30,40-93,14-43,15-19,12,34,46,21,5,9,14,25,109
708,20,40-103,14-44,13-17,17,34,51,23,10,10,15,25,107
708,2,40-85,10-30,22-25,7,43,50,31,10,7,14,18,112
709,9,37-86,10-34,14-17,12,35,47,22,7,5,12,18,98
709,7,33-80,10-36,12-20,6,35,41,15,4,6,13,19,88
710,14,35-86,11-36,23-28,11,28,39,21,6,6,13,25,104
710,19,38-75,15-30,27-34,9,34,43,26,6,6,19,24,118
711,18,46-85,11-31,17-24,7,40,47,31,8,4,16,18,120
711,26,40-94,11-42,19-22,10,32,42,28,9,5,12,18,110
712,28,51-96,16-44,9-13,8,35,43,30,11,3,8,21,127
712,25,38-81,9-26,21-33,10,37,47,17,8,4,16,14,106
713,21,47-84,18-36,20-25,4,33,37,29,9,6,6,15,132
713,17,47-93,10-27,11-14,12,29,41,24,5,4,11,18,115
714,6,29-83,7-34,10-16,6,34,40,17,5,5,10,18,75
714,23,38-82,19-41,19-23,9,46,55,29,6,5,12,14,114
715,16,44-84,6-24,8-11,8,31,39,33,8,5,19,18,102
715,1,46-92,16-38,8-9,10,29,39,28,9,8,14,14,116
716,29,38-81,11-30,18-21,5,27,32,18,8,4,12,14,105
716,3,51-95,19-34,8-10,13,33,46,25,5,2,12,15,129
717,5,42-90,14-34,16-19,9,41,50,24,6,6,14,17,114
717,11,41-100,10-37,12-15,15,36,51,22,5,1,13,19,104
718,12,35-82,11-35,14-15,5,29,34,18,14,6,11,18,95
718,22,39-81,12-31,14-17,9,42,51,26,9,6,20,16,104
719,10,38-92,5-17,22-25,15,35,50,23,10,6,8,13,103
719,3,37-89,12-37,10-10,12,36,48,25,3,4,14,21,96
720,15,41-85,13-32,15-21,6,30,36,30,9,1,7,17,110
720,27,45-88,12-32,15-18,11,38,49,27,6,1,13,14,117
721,24,42-82,16-30,24-26,6,37,43,27,11,7,13,20,124
721,19,40-86,9-27,12-17,5,31,36,29,7,7,16,26,101
722,9,32-78,10-32,18-28,8,34,42,22,5,4,11,14,92
722,8,34-85,11-37,8-12,11,37,48,23,7,4,13,23,87
723,28,38-77,19-39,18-25,4,39,43,20,6,4,16,18,113
723,30,39-94,11-47,19-23,8,28,36,20,11,2,9,19,108
724,26,39-78,13-40,17-24,6,25,31,22,5,8,13,21,108
724,2,44-90,13-36,19-19,12,33,45,25,6,3,11,21,120
725,23,38-89,16-49,19-25,11,35,46,20,10,5,14,21,111
725,18,42-90,5-18,18-23,11,35,46,23,10,4,11,20,107
726,7,39-81,11-23,12-17,7,34,41,20,7,6,17,18,101
726,20,36-87,14-40,16-19,9,31,40,25,9,7,12,14,102
727,14,35-90,16-46,17-20,7,28,35,21,13,7,7,25,103
727,25,39-86,14-33,21-28,19,45,64,19,2,6,18,16,113
728,21,39-92,11-35,17-19,11,32,43,22,7,5,12,20,106
728,17,43-92,10-26,24-34,14,40,54,24,9,2,10,17,120
729,29,42-79,14-26,14-18,7,35,42,23,13,8,21,17,112
729,4,35-87,10-36,17-22,11,29,40,22,9,5,22,22,97
730,16,43-99,11-33,19-21,18,32,50,27,6,4,9,20,116
730,27,46-81,11-25,18-24,4,28,32,29,6,7,9,21,121
731,12,40-93,15-37,19-25,12,43,55,27,11,8,9,19,114
731,6,34-80,10-35,16-21,4,36,40,26,5,3,18,24,94
732,11,40-85,5-19,6-19,4,36,40,25,6,6,14,21,91
732,19,45-94,12-29,18-22,10,38,48,31,8,5,13,18,120
733,5,30-86,13-38,16-19,11,32,43,22,11,5,11,9,89
733,2,44-91,20-45,3-4,13,43,56,34,8,5,15,18,111
734,1,36-82,15-37,22-25,12,34,46,23,7,3,20,26,109
734,9,39-82,13-39,25-30,5,32,37,30,10,6,11,22,116
735,10,45-106,5-25,20-23,12,37,49,20,16,5,10,20,115
735,13,41-94,12-29,16-19,12,43,55,26,7,7,23,23,110
736,15,50-100,13-24,21-26,10,47,57,28,3,9,12,22,134
736,17,49-110,13-40,18-24,11,35,46,25,8,6,6,22,129
737,22,39-81,13-25,10-14,7,31,38,28,6,5,13,16,101
737,3,35-85,10-34,14-16,13,32,45,17,6,5,10,19,94
738,26,37-86,12-36,16-26,10,30,40,26,6,1,12,11,102
738,30,46-88,17-41,9-12,11,39,50,35,9,7,13,22,118
739,28,41-88,12-37,5-10,4,43,47,19,6,2,10,12,99
739,7,32-89,12-38,10-10,9,34,43,18,7,3,11,17,86
740,5,43-95,8-31,20-29,11,33,44,27,16,3,10,16,114
740,8,38-82,10-33,11-19,9,39,48,29,7,6,20,21,97
741,1,26-79,11-34,14-18,7,31,38,19,5,4,21,18,77
741,14,47-88,15-35,21-25,10,43,53,26,14,8,12,17,130
742,20,38-85,12-33,20-23,5,34,39,21,6,6,11,20,108
742,18,42-95,19-39,17-25,14,39,53,26,8,4,10,20,120
743,15,49-87,13-29,15-21,6,36,42,25,10,9,15,23,126
743,13,38-88,8-29,19-23,5,29,34,22,7,6,15,18,103
744,16,43-89,7-28,13-17,7,34,41,26,5,3,6,19,106
744,23,37-79,13-36,26-27,6,37,43,16,6,5,10,18,113
745,25,35-89,15-38,18-23,11,27,38,19,6,3,16,17,103
745,27,54-90,15-33,17-21,6,35,41,36,12,8,10,20,140
746,29,49-90,12-39,17-19,4,46,50,25,7,5,15,18,127
746,24,36-99,21-54,16-22,13,32,45,19,11,3,13,18,109
747,4,43-90,17-33,12-20,12,42,54,26,10,2,17,19,115
747,21,36-85,10-35,12-16,6,32,38,24,8,5,14,16,94
748,28,40-90,10-30,19-24,14,36,50,17,7,4,7,22,109
748,11,35-86,5-25,12-15,9,35,44,12,4,3,14,21,87
749,7,43-79,19-39,20-27,7,37,44,31,12,11,7,18,125
749,19,29-82,9-28,14-20,12,31,43,20,4,4,14,20,81
750,6,35-74,10-31,21-25,5,30,35,25,7,4,15,15,101
750,9,44-82,15-38,12-16,4,33,37,35,6,3,11,20,115
751,20,35-78,12-36,31-36,6,30,36,17,7,5,9,24,113
751,12,41-81,12-28,28-37,8,34,42,26,7,7,12,24,122
752,8,52-94,12-29,23-26,11,33,44,27,10,6,13,22,139
752,17,48-99,10-29,27-32,18,28,46,22,6,6,17,21,133
753,10,32-87,2-23,25-31,9,30,39,11,5,4,10,14,91
753,23,51-92,26-55,9-12,7,43,50,34,10,6,11,25,137
754,25,30-85,8-34,17-24,12,34,46,17,4,6,22,21,85
754,24,51-104,20-46,11-14,15,41,56,25,13,3,9,18,133
755,29,50-93,11-31,18-20,12,35,47,31,10,3,13,15,129
755,21,49-99,17-39,13-13,12,28,40,31,7,4,12,17,128
756,2,45-93,11-28,6-7,4,31,35,28,3,3,5,17,107
756,16,43-78,8-22,21-30,6,34,40,29,4,3,9,11,115
757,5,32-80,10-31,12-20,9,33,42,23,3,5,17,15,86
757,30,43-94,21-54,9-11,14,30,44,29,11,5,6,20,116
758,4,32-80,7-23,15-20,7,29,36,16,9,7,18,11,86
758,3,41-86,14-28,8-9,13,37,50,23,10,4,19,25,104
759,18,44-89,16-38,12-15,10,39,49,30,6,10,12,23,116
759,12,37-89,8-34,18-28,16,34,50,23,4,6,10,19,100
760,1,43-92,10-40,15-21,9,36,45,25,12,6,16,26,111
760,15,35-81,12-32,35-45,10,39,49,19,10,3,15,19,117
761,13,42-91,16-37,22-35,16,39,55,26,12,9,15,27,122
761,26,41-89,16-40,17-24,9,39,48,25,3,3,17,24,115
762,10,42-89,13-35,12-17,10,26,36,27,11,4,11,26,109
762,22,43-88,9-29,24-31,19,35,54,27,6,5,14,14,119
763,11,37-94,12-35,15-18,15,39,54,21,7,5,16,18,101
763,14,44-94,7-33,8-11,6,39,45,22,11,9,13,20,103
764,7,40-86,14-29,18-22,5,36,41,24,7,4,12,25,112
764,2,42-92,10-32,20-26,11,34,45,27,6,6,10,14,114
765,23,37-88,12-44,17-22,14,34,48,20,3,4,8,18,103
765,28,41-91,23-49,6-8,10,34,44,22,2,3,9,18,111
766,27,44-86,18-37,27-31,6,31,37,29,11,3,11,22,133
766,26,43-79,17-33,27-33,5,33,38,28,6,3,18,25,130
767,21,39-88,9-36,19-24,10,32,42,27,9,8,14,19,106
767,20,38-91,12-32,28-33,15,36,51,22,10,4,14,16,116
768,19,49-95,13-28,21-24,13,37,50,32,10,7,14,20,132
768,25,41-97,5-27,21-25,13,29,42,17,10,6,15,20,108
769,6,45-86,12-34,23-27,7,40,47,29,5,4,6,24,125
769,17,35-83,5-26,26-32,8,30,38,22,4,3,10,22,101
770,16,44-94,14-33,11-14,14,43,57,28,9,5,20,12,113
770,8,38-88,9-30,12-16,6,27,33,20,15,12,14,17,97
771,13,37-91,12-38,21-28,16,33,49,24,7,7,14,15,107
771,15,44-88,20-31,15-22,10,32,42,24,7,6,11,23,123
772,12,34-73,9-24,29-39,9,29,38,16,11,4,13,20,106
772,30,33-70,14-34,16-18,3,29,32,19,5,6,20,22,96
773,4,39-79,18-40,14-22,11,38,49,29,8,7,21,24,110
773,14,36-91,5-33,24-30,15,27,42,17,13,3,12,19,101
774,18,46-84,17-41,15-20,9,33,42,30,11,2,13,13,124
774,9,44-82,13-33,11-18,7,28,35,34,9,4,12,16,112
775,19,44-81,15-35,16-20,7,23,30,27,4,2,13,12,119
775,22,56-94,14-31,8-9,13,31,44,36,7,5,10,20,134
776,29,44-86,14-32,19-22,6,34,40,25,7,2,14,13,121
776,1,46-96,15-40,15-17,12,30,42,28,6,5,11,18,122
777,24,37-92,11-36,31-37,14,34,48,18,4,5,7,22,116
777,3,46-89,16-41,25-30,8,40,48,24,5,5,7,24,133
778,20,48-91,10-28,31-40,13,29,42,30,7,2,12,17,137
778,8,55-93,14-28,17-19,7,28,35,32,6,7,13,28,141
779,11,49-85,19-36,14-16,5,32,37,35,7,3,13,18,131
779,10,44-93,12-31,16-23,11,28,39,22,11,3,11,16,116
780,7,35-84,16-33,13-16,5,34,39,22,7,4,14,21,99
780,30,36-86,15-40,14-20,16,37,53,22,6,7,17,14,101
781,13,38-89,6-27,29-39,17,23,40,23,9,2,14,14,111
781,2,51-92,19-41,18-22,10,35,45,37,10,8,17,31,139
782,18,48-89,17-40,18-21,11,43,54,30,5,5,14,17,131
782,15,45-101,10-28,13-15,11,31,42,26,5,3,7,19,113
783,28,33-87,10-39,17-22,11,35,46,16,4,5,9,15,93
783,26,38-88,17-44,9-16,10,39,49,21,7,5,10,18,102
784,5,43-97,15-44,12-13,11,31,42,27,12,5,11,16,113
784,25,37-85,16-41,12-17,11,35,46,29,4,5,22,11,102
785,17,38-91,6-24,14-21,11,31,42,23,11,4,14,19,96
785,22,40-91,8-26,18-24,12,41,53,26,10,6,17,18,106
786,23,46-103,11-44,10-15,7,38,45,14,6,4,13,23,113
786,27,45-101,11-34,16-20,16,45,61,20,7,5,14,21,117
787,4,35-79,12-35,22-25,10,30,40,26,9,3,22,24,104
787,9,34-71,10-25,32-40,9,29,38,22,12,8,20,25,110
788,6,48-94,13-37,20-24,9,35,44,35,8,3,7,12,129
788,25,40-89,13-32,9-13,11,33,44,28,5,5,15,20,102
789,29,38-100,12-33,13-16,14,38,52,16,8,1,9,20,101
789,28,43-97,17-45,13-18,15,41,56,23,6,8,11,15,116
790,24,38-96,13-48,14-18,9,32,41,18,3,5,6,21,103
790,23,43-95,12-42,24-27,14,44,58,21,4,3,7,15,122
791,27,36-71,6-24,25-30,9,27,36,20,6,6,14,18,103
791,3,42-84,18-37,11-12,9,26,35,26,5,1,10,22,113
792,19,44-84,8-23,17-20,7,36,43,24,7,4,16,24,113
792,21,38-86,7-30,18-26,6,32,38,20,9,4,12,21,101
793,8,38-92,11-33,24-28,11,38,49,26,8,10,14,24,111
793,10,38-90,6-24,24-31,12,38,50,23,3,8,15,22,106
794,16,41-86,13-33,13-14,8,30,38,25,6,1,13,17,108
794,15,47-84,7-27,19-23,6,35,41,25,7,4,9,14,120
795,20,47-96,15-42,27-30,9,28,37,30,14,0,14,26,136
795,30,47-87,19-42,32-34,9,36,45,32,9,5,20,25,145
796,18,47-94,14-30,21-34,10,33,43,33,7,6,14,27,129
796,7,45-96,14-32,29-33,11,37,48,24,7,7,12,25,133
797,14,53-86,17-32,12-14,5,34,39,29,12,11,17,19,135
797,6,39-86,15-35,22-26,7,25,32,27,11,5,17,13,115
798,12,33-79,11-31,17-24,4,43,47,20,8,5,19,23,94
798,13,39-90,4-22,19-30,10,46,56,22,11,7,12,17,101
799,5,44-91,19-50,20-22,13,36,49,35,4,10,18,19,127
799,29,44-98,14-38,17-23,13,35,48,23,10,3,17,14,119
800,17,43-93,9-27,24-28,11,27,38,33,10,2,9,21,119
800,22,43-79,14-27,21-23,9,37,46,32,5,4,18,22,121
801,11,43-89,5-19,19-24,11,36,47,30,6,1,18,16,110
801,1,41-89,11-37,14-21,8,33,41,27,15,3,13,20,107
802,26,39-83,12-37,19-27,12,29,41,28,3,6,14,15,109
802,3,48-88,19-37,11-13,4,34,38,31,10,4,9,24,126
803,4,47-93,19-34,13-20,12,35,47,30,12,4,14,24,126
803,2,35-80,5-27,26-30,9,33,42,19,6,10,19,20,101
804,12,44-94,12-38,17-25,13,34,47,24,11,10,9,17,117
804,25,38-76,8-20,9-19,6,39,45,21,3,4,22,21,93
805,21,42-88,14-42,14-22,4,34,38,23,8,4,10,23,112
805,23,40-88,18-50,30-35,11,41,52,22,8,5,10,17,128
806,26,41-88,13-37,14-20,13,32,45,25,8,3,18,17,109
806,1,49-91,14-35,13-16,9,36,45,31,13,5,16,19,125
807,11,39-84,9-25,19-28,7,42,49,27,2,1,16,12,106
807,27,55-107,17-43,7-7,5,40,45,36,8,3,3,18,134
808,19,37-83,9-26,20-28,9,29,38,25,9,6,11,23,103
808,24,43-90,13-29,19-24,14,35,49,18,5,8,15,20,118
809,15,38-84,17-39,12-16,7,34,41,27,7,1,11,11,105
809,5,37-80,15-43,12-14,6,32,38,28,5,5,12,14,101
810,30,39-87,7-33,20-23,10,42,52,20,4,7,9,18,105
810,22,32-88,8-34,15-18,13,33,46,23,5,4,9,20,87
811,13,44-86,7-24,21-26,14,36,50,30,9,3,16,16,116
811,6,41-85,13-40,14-17,9,27,36,29,7,5,17,23,109
812,29,46-94,19-40,13-15,12,44,56,28,8,7,11,15,124
812,10,32-86,8-36,15-19,7,30,37,19,8,6,14,13,87
813,14,33-79,11-34,19-23,5,35,40,19,8,7,15,23,96
813,7,35-88,9-35,23-27,11,35,46,19,9,4,13,19,102
814,17,45-83,8-21,21-27,10,31,41,20,10,7,14,20,119
814,28,45-94,13-42,14-15,11,26,37,25,5,3,12,21,117
815,8,52-99,13-37,15-17,15,38,53,35,5,10,12,16,132
815,18,53-115,6-20,13-19,24,26,50,27,11,6,6,12,125
816,16,47-92,15-38,8-13,8,30,38,30,10,8,13,19,117
816,20,40-81,16-36,25-25,3,33,36,27,7,6,14,14,121
817,19,46-87,15-32,17-19,12,19,31,33,12,4,12,24,124
817,3,50-80,15-26,16-21,7,30,37,35,4,5,16,18,131
818,9,41-83,12-29,13-20,6,24,30,21,12,4,7,18,107
818,24,37-77,11-35,13-19,8,33,41,21,5,5,17,16,98
819,4,35-80,12-36,14-18,4,29,33,22,5,7,24,21,96
819,7,42-89,5-27,22-27,15,32,47,18,14,9,15,20,111
820,17,48-93,10-25,14-18,12,35,47,30,6,5,9,26,120
820,10,36-80,5-20,20-32,11,33,44,15,6,2,15,17,97
822,12,39-80,12-31,23-33,6,34,40,24,9,4,9,20,113
822,28,35-83,9-36,16-20,11,35,46,16,7,3,15,24,95
823,16,36-86,5-31,13-17,8,32,40,23,8,3,17,16,90
823,18,40-85,9-28,12-14,10,41,51,27,7,7,20,20,101
824,21,39-90,10-35,22-37,8,26,34,21,14,3,10,26,110
824,13,42-77,6-19,27-39,9,42,51,24,8,5,21,23,117
825,11,47-90,9-19,22-28,8,36,44,29,7,4,7,27,125
825,23,41-85,15-36,24-31,9,34,43,21,2,3,14,23,121
826,22,39-83,8-26,21-25,10,31,41,23,11,2,19,24,107
826,1,39-81,18-44,20-22,4,32,36,23,11,3,16,22,116
827,26,44-87,17-42,15-19,12,39,51,32,9,3,21,15,120
827,27,45-94,25-45,11-18,12,30,42,33,14,3,13,18,126
828,3,48-89,13-28,17-19,6,42,48,34,10,5,14,20,126
828,8,44-96,9-40,18-22,9,33,42,14,9,5,12,17,115
829,15,40-84,13-30,15-22,8,31,39,21,7,2,13,16,108
829,14,42-88,10-39,9-13,6,36,42,16,7,4,13,19,103
830,4,34-82,16-44,17-18,8,30,38,24,9,2,11,18,101
830,5,36-83,9-35,12-18,12,33,45,22,5,3,16,18,93
831,25,36-93,14-34,10-18,15,35,50,13,8,1,12,23,96
831,23,36-86,17-47,17-20,11,40,51,24,6,10,12,18,106
832,9,31-82,9-44,15-19,8,28,36,24,13,2,16,20,86
832,27,38-82,13-42,17-18,9,39,48,28,11,2,19,18,106
833,30,42-90,15-35,17-24,9,37,46,30,5,4,9,19,116
833,24,43-90,17-43,12-17,8,38,46,31,6,5,14,22,115
834,6,37-76,13-31,16-19,9,38,47,27,9,7,15,11,103
834,5,34-84,16-44,6-12,10,28,38,23,8,5,12,18,90
835,2,43-83,4-21,27-30,11,32,43,23,6,3,15,21,117
835,12,45-87,13-28,20-25,4,28,32,23,8,9,10,21,123
836,17,38-90,17-40,19-27,13,29,42,26,6,7,13,19,112
836,14,41-88,14-30,21-25,13,41,54,21,8,7,12,19,117
837,3,37-93,7-29,19-21,15,32,47,10,8,2,11,20,100
837,19,37-85,7-24,17-22,11,35,46,17,5,4,16,21,98
838,10,44-89,12-27,15-20,13,33,46,29,8,10,7,15,115
838,16,41-86,17-37,7-9,7,33,40,23,7,6,12,16,106
839,29,46-98,19-40,19-23,7,45,52,26,14,4,16,20,130
839,20,34-92,15-41,22-31,10,37,47,22,13,7,16,17,105
840,7,44-97,17-33,11-13,11,37,48,19,6,5,6,17,116
840,13,40-88,6-28,20-24,9,40,49,25,3,5,9,12,106
841,8,50-94,15-36,17-22,11,37,48,28,10,6,18,16,132
841,26,48-104,10-34,18-22,16,31,47,22,12,6,15,17,124
842,1,52-95,24-47,19-23,9,32,41,39,12,6,14,20,147
842,25,44-92,7-27,14-25,17,33,50,22,6,2,21,22,109
843,28,44-88,13-40,13-17,8,37,45,25,4,2,11,17,114
843,18,42-89,13-34,16-21,10,34,44,27,7,3,7,18,113
844,9,39-79,13-32,15-18,4,26,30,29,7,8,8,13,106
844,22,48-89,17-36,10-13,11,32,43,32,5,7,10,19,123
845,11,47-90,7-24,22-27,14,42,56,23,12,3,24,18,123
845,21,42-91,9-27,18-24,5,26,31,22,17,8,17,22,111
846,29,46-95,16-43,12-17,14,38,52,25,7,2,8,16,120
846,15,39-87,14-34,17-19,8,31,39,23,5,4,10,15,109
847,1,47-92,17-46,8-10,9,38,47,33,9,5,15,24,119
847,6,35-81,10-31,21-27,8,31,39,21,11,2,13,20,101
848,30,48-85,14-32,11-13,7,41,48,33,4,6,21,20,121
848,4,44-98,12-37,13-19,11,26,37,28,12,2,8,16,113
849,21,43-78,14-30,14-19,4,28,32,22,7,4,15,16,114
849,27,48-86,14-38,12-14,10,29,39,30,9,4,11,18,122
850,8,41-105,13-39,16-17,14,29,43,23,13,3,10,19,111
850,23,42-87,16-42,19-24,10,46,56,22,5,6,20,19,119
851,25,39-97,7-39,19-26,18,38,56,19,13,8,21,23,104
851,19,38-90,10-35,24-34,15,39,54,22,13,7,18,24,110
852,3,37-82,19-39,10-16,8,35,43,26,6,3,19,26,103
852,12,35-83,14-44,22-30,11,35,46,21,13,7,12,19,106
853,13,40-97,7-28,28-33,11,45,56,26,11,7,15,22,115
853,11,45-96,4-27,23-32,3,43,46,24,5,7,13,24,117
854,5,44-83,12-34,15-20,8,29,37,26,12,3,19,18,115
